"VCS_block","VCS_SALES_QUARTILE","VCS_OVER_UNDER","count"
"R822A","Q4","under",16
"R822C","Q1","accurate",1
"R822C","Q1","over",4
"R822C","Q1","under",1
"R822C","Q2","accurate",3
"R822C","Q2","over",1
"R822C","Q2","under",1
"R822C","Q3","accurate",1
"R822C","Q3","over",1
"R822C","Q3","under",3
"R822C","Q4","accurate",2
"R822C","Q4","over",1
"R822C","Q4","under",2
"R822D","Q1","accurate",6
"R822D","Q1","over",7
"R822D","Q1","under",5
"R822D","Q2","accurate",6
"R822D","Q2","over",4
"R822D","Q2","under",7
"R822D","Q3","accurate",5
"R822D","Q3","over",4
"R822D","Q3","under",8
"R822D","Q4","accurate",5
"R822D","Q4","over",7
"R822D","Q4","under",5
"R822E","Q1","accurate",1
"R822E","Q1","over",14
"R822E","Q1","under",4
"R822E","Q2","accurate",7
"R822E","Q2","over",9
"R822E","Q2","under",3
"R822E","Q3","accurate",6
"R822E","Q3","over",7
"R822E","Q3","under",6
"R822E","Q4","accurate",6
"R822E","Q4","over",1
"R822E","Q4","under",12
"R822F","Q1","accurate",6
"R822F","Q1","over",13
"R822F","Q1","under",3
"R822F","Q2","accurate",8
"R822F","Q2","over",7
"R822F","Q2","under",6
"R822F","Q3","accurate",10
"R822F","Q3","over",5
"R822F","Q3","under",6
"R822F","Q4","accurate",6
"R822F","Q4","over",1
"R822F","Q4","under",14
"R822G","Q1","accurate",0
"R822G","Q1","over",7
"R822G","Q1","under",0
"R822G","Q2","accurate",4
"R822G","Q2","over",3
"R822G","Q2","under",0
"R822G","Q3","accurate",4
"R822G","Q3","over",0
"R822G","Q3","under",2
"R822G","Q4","accurate",2
"R822G","Q4","over",0
"R822G","Q4","under",5
"R822H","Q1","accurate",1
"R822H","Q1","over",5
"R822H","Q1","under",3
"R822H","Q2","accurate",3
"R822H","Q2","over",3
"R822H","Q2","under",3
"R822H","Q3","accurate",1
"R822H","Q3","over",4
"R822H","Q3","under",4
"R822H","Q4","accurate",2
"R822H","Q4","over",2
"R822H","Q4","under",5
"R822I","Q1","accurate",3
"R822I","Q1","over",15
"R822I","Q1","under",2
"R822I","Q2","accurate",4
"R822I","Q2","over",4
"R822I","Q2","under",11
"R822I","Q3","accurate",7
"R822I","Q3","over",1
"R822I","Q3","under",11
"R822I","Q4","accurate",8
"R822I","Q4","over",5
"R822I","Q4","under",7
"R822J","Q1","accurate",1
"R822J","Q1","over",1
"R822J","Q1","under",0
"R822J","Q2","accurate",2
"R822J","Q2","over",0
"R822J","Q2","under",0
"R822J","Q3","accurate",0
"R822J","Q3","over",0
"R822J","Q3","under",1
"R822J","Q4","accurate",0
"R822J","Q4","over",0
"R822J","Q4","under",2
"R822K","Q1","accurate",1
"R822K","Q1","over",1
"R822K","Q1","under",1
"R822K","Q2","accurate",1
"R822K","Q2","over",1
"R822K","Q2","under",0
"R822K","Q3","accurate",1
"R822K","Q3","over",0
"R822K","Q3","under",1
"R822K","Q4","accurate",2
"R822K","Q4","over",0
"R822K","Q4","under",1
"R823B","Q1","accurate",10
"R823B","Q1","over",29
"R823B","Q1","under",4
"R823B","Q2","accurate",18
"R823B","Q2","over",14
"R823B","Q2","under",9
"R823B","Q3","accurate",23
"R823B","Q3","over",4
"R823B","Q3","under",15
"R823B","Q4","accurate",19
"R823B","Q4","over",5
"R823B","Q4","under",18
"R823C","Q1","accurate",8
"R823C","Q1","over",10
"R823C","Q1","under",2
"R823C","Q2","accurate",8
"R823C","Q2","over",6
"R823C","Q2","under",3
"R823C","Q3","accurate",6
"R823C","Q3","over",0
"R823C","Q3","under",12
"R823C","Q4","accurate",9
"R823C","Q4","over",2
"R823C","Q4","under",8
"R823D","Q1","accurate",2
"R823D","Q1","over",4
"R823D","Q1","under",0
"R823D","Q2","accurate",3
"R823D","Q2","over",1
"R823D","Q2","under",1
"R823D","Q3","accurate",3
"R823D","Q3","over",1
"R823D","Q3","under",1
"R823D","Q4","accurate",2
"R823D","Q4","over",0
"R823D","Q4","under",4
"R823F","Q1","accurate",2
"R823F","Q1","over",0
"R823F","Q1","under",0
"R823F","Q2","accurate",1
"R823F","Q2","over",0
"R823F","Q2","under",0
"R823F","Q3","accurate",1
"R823F","Q3","over",0
"R823F","Q3","under",0
"R823F","Q4","accurate",1
"R823F","Q4","over",0
"R823F","Q4","under",0
"R823G","Q1","accurate",0
"R823G","Q1","over",9
"R823G","Q1","under",0
"R823G","Q2","accurate",6
"R823G","Q2","over",2
"R823G","Q2","under",0
"R823G","Q3","accurate",2
"R823G","Q3","over",1
"R823G","Q3","under",5
"R823G","Q4","accurate",1
"R823G","Q4","over",0
"R823G","Q4","under",7
"R823H","Q1","accurate",1
"R823H","Q1","over",2
"R823H","Q1","under",0
"R823H","Q2","accurate",1
"R823H","Q2","over",0
"R823H","Q2","under",1
"R823H","Q3","accurate",0
"R823H","Q3","over",1
"R823H","Q3","under",1
"R823H","Q4","accurate",3
"R823H","Q4","over",0
"R823H","Q4","under",0
"R824A","Q1","accurate",2
"R824A","Q1","over",11
"R824A","Q1","under",0
"R824A","Q2","accurate",8
"R824A","Q2","over",2
"R824A","Q2","under",3
"R824A","Q3","accurate",8
"R824A","Q3","over",1
"R824A","Q3","under",4
"R824A","Q4","accurate",5
"R824A","Q4","over",1
"R824A","Q4","under",7
"R824B","Q1","accurate",1
"R824B","Q1","over",4
"R824B","Q1","under",0
"R824B","Q2","accurate",4
"R824B","Q2","over",0
"R824B","Q2","under",0
"R824B","Q3","accurate",1
"R824B","Q3","over",0
"R824B","Q3","under",3
"R824B","Q4","accurate",0
"R824B","Q4","over",0
"R824B","Q4","under",5
"R824C","Q1","accurate",2
"R824C","Q1","over",1
"R824C","Q1","under",1
"R824C","Q2","accurate",4
"R824C","Q2","over",0
"R824C","Q2","under",0
"R824C","Q3","accurate",2
"R824C","Q3","over",0
"R824C","Q3","under",0
"R824C","Q4","accurate",1
"R824C","Q4","over",0
"R824C","Q4","under",2
"R824D","Q1","accurate",1
"R824D","Q1","over",1
"R824D","Q1","under",0
"R824D","Q2","accurate",1
"R824D","Q2","over",0
"R824D","Q2","under",0
"R824D","Q3","accurate",1
"R824D","Q3","over",0
"R824D","Q3","under",0
"R824D","Q4","accurate",1
"R824D","Q4","over",0
"R824D","Q4","under",0
"R824E","Q1","accurate",10
"R824E","Q1","over",21
"R824E","Q1","under",0
"R824E","Q2","accurate",23
"R824E","Q2","over",5
"R824E","Q2","under",2
"R824E","Q3","accurate",16
"R824E","Q3","over",2
"R824E","Q3","under",12
"R824E","Q4","accurate",7
"R824E","Q4","over",5
"R824E","Q4","under",18
"R824F","Q1","accurate",5
"R824F","Q1","over",2
"R824F","Q1","under",0
"R824F","Q2","accurate",5
"R824F","Q2","over",1
"R824F","Q2","under",0
"R824F","Q3","accurate",4
"R824F","Q3","over",2
"R824F","Q3","under",0
"R824F","Q4","accurate",4
"R824F","Q4","over",0
"R824F","Q4","under",2
"R824G","Q1","accurate",3
"R824G","Q1","over",19
"R824G","Q1","under",1
"R824G","Q2","accurate",11
"R824G","Q2","over",6
"R824G","Q2","under",3
"R824G","Q3","accurate",12
"R824G","Q3","over",3
"R824G","Q3","under",7
"R824G","Q4","accurate",11
"R824G","Q4","over",2
"R824G","Q4","under",8
"R824H","Q1","accurate",3
"R824H","Q1","over",2
"R824H","Q1","under",0
"R824H","Q2","accurate",2
"R824H","Q2","over",2
"R824H","Q2","under",0
"R824H","Q3","accurate",2
"R824H","Q3","over",0
"R824H","Q3","under",3
"R824H","Q4","accurate",3
"R824H","Q4","over",0
"R824H","Q4","under",0
"R824I","Q1","accurate",0
"R824I","Q1","over",5
"R824I","Q1","under",0
"R824I","Q2","accurate",3
"R824I","Q2","over",1
"R824I","Q2","under",1
"R824I","Q3","accurate",3
"R824I","Q3","over",0
"R824I","Q3","under",1
"R824I","Q4","accurate",3
"R824I","Q4","over",0
"R824I","Q4","under",2
"R824J","Q1","accurate",3
"R824J","Q1","over",3
"R824J","Q1","under",0
"R824J","Q2","accurate",4
"R824J","Q2","over",2
"R824J","Q2","under",0
"R824J","Q3","accurate",2
"R824J","Q3","over",0
"R824J","Q3","under",3
"R824J","Q4","accurate",2
"R824J","Q4","over",0
"R824J","Q4","under",4
"R825B","Q1","accurate",9
"R825B","Q1","over",4
"R825B","Q1","under",1
"R825B","Q2","accurate",7
"R825B","Q2","over",5
"R825B","Q2","under",1
"R825B","Q3","accurate",7
"R825B","Q3","over",0
"R825B","Q3","under",6
"R825B","Q4","accurate",10
"R825B","Q4","over",2
"R825B","Q4","under",2
"R825C","Q1","accurate",5
"R825C","Q1","over",1
"R825C","Q1","under",0
"R825C","Q2","accurate",2
"R825C","Q2","over",1
"R825C","Q2","under",2
"R825C","Q3","accurate",2
"R825C","Q3","over",2
"R825C","Q3","under",2
"R825C","Q4","accurate",2
"R825C","Q4","over",1
"R825C","Q4","under",2
"R825D","Q1","accurate",1
"R825D","Q1","over",3
"R825D","Q1","under",1
"R825D","Q2","accurate",4
"R825D","Q2","over",0
"R825D","Q2","under",0
"R825D","Q3","accurate",3
"R825D","Q3","over",0
"R825D","Q3","under",1
"R825D","Q4","accurate",3
"R825D","Q4","over",0
"R825D","Q4","under",1
"R825E","Q1","accurate",3
"R825E","Q1","over",1
"R825E","Q1","under",0
"R825E","Q2","accurate",2
"R825E","Q2","over",1
"R825E","Q2","under",0
"R825E","Q3","accurate",3
"R825E","Q3","over",0
"R825E","Q3","under",0
"R825E","Q4","accurate",2
"R825E","Q4","over",0
"R825E","Q4","under",2
"R825F","Q1","accurate",6
"R825F","Q1","over",7
"R825F","Q1","under",1
"R825F","Q2","accurate",4
"R825F","Q2","over",7
"R825F","Q2","under",3
"R825F","Q3","accurate",9
"R825F","Q3","over",1
"R825F","Q3","under",3
"R825F","Q4","accurate",0
"R825F","Q4","over",0
"R825F","Q4","under",14
"R825H","Q1","accurate",4
"R825H","Q1","over",9
"R825H","Q1","under",2
"R825H","Q2","accurate",10
"R825H","Q2","over",1
"R825H","Q2","under",2
"R825H","Q3","accurate",6
"R825H","Q3","over",3
"R825H","Q3","under",5
"R825H","Q4","accurate",5
"R825H","Q4","over",3
"R825H","Q4","under",6
"R825I","Q1","accurate",4
"R825I","Q1","over",6
"R825I","Q1","under",1
"R825I","Q2","accurate",3
"R825I","Q2","over",2
"R825I","Q2","under",5
"R825I","Q3","accurate",4
"R825I","Q3","over",3
"R825I","Q3","under",3
"R825I","Q4","accurate",5
"R825I","Q4","over",3
"R825I","Q4","under",3
"R826B","Q1","accurate",2
"R826B","Q1","over",1
"R826B","Q1","under",0
"R826B","Q2","accurate",2
"R826B","Q2","over",0
"R826B","Q2","under",0
"R826B","Q3","accurate",1
"R826B","Q3","over",0
"R826B","Q3","under",1
"R826B","Q4","accurate",1
"R826B","Q4","over",1
"R826B","Q4","under",0
"R826D","Q1","accurate",0
"R826D","Q1","over",3
"R826D","Q1","under",0
"R826D","Q2","accurate",2
"R826D","Q2","over",0
"R826D","Q2","under",0
"R826D","Q3","accurate",1
"R826D","Q3","over",0
"R826D","Q3","under",1
"R826D","Q4","accurate",1
"R826D","Q4","over",0
"R826D","Q4","under",2
"R827A","Q1","accurate",3
"R827A","Q1","over",12
"R827A","Q1","under",3
"R827A","Q2","accurate",6
"R827A","Q2","over",6
"R827A","Q2","under",5
"R827A","Q3","accurate",8
"R827A","Q3","over",4
"R827A","Q3","under",5
"R827A","Q4","accurate",7
"R827A","Q4","over",4
"R827A","Q4","under",6
"R829C","Q1","accurate",1
"R829C","Q1","over",1
"R829C","Q1","under",0
"R829C","Q2","accurate",0
"R829C","Q2","over",1
"R829C","Q2","under",0
"R829C","Q3","accurate",0
"R829C","Q3","over",0
"R829C","Q3","under",1
"R829C","Q4","accurate",0
"R829C","Q4","over",0
"R829C","Q4","under",1
"R830A","Q1","accurate",0
"R830A","Q1","over",3
"R830A","Q1","under",0
"R830A","Q2","accurate",0
"R830A","Q2","over",1
"R830A","Q2","under",1
"R830A","Q3","accurate",2
"R830A","Q3","over",0
"R830A","Q3","under",0
"R830A","Q4","accurate",0
"R830A","Q4","over",0
"R830A","Q4","under",2
"R830B","Q1","accurate",2
"R830B","Q1","over",1
"R830B","Q1","under",0
"R830B","Q2","accurate",0
"R830B","Q2","over",2
"R830B","Q2","under",1
"R830B","Q3","accurate",1
"R830B","Q3","over",0
"R830B","Q3","under",1
"R830B","Q4","accurate",3
"R830B","Q4","over",0
"R830B","Q4","under",0
"R830C","Q1","accurate",1
"R830C","Q1","over",1
"R830C","Q1","under",0
"R830C","Q2","accurate",2
"R830C","Q2","over",0
"R830C","Q2","under",0
"R830C","Q3","accurate",1
"R830C","Q3","over",0
"R830C","Q3","under",0
"R830C","Q4","accurate",1
"R830C","Q4","over",0
"R830C","Q4","under",1
"R830D","Q1","accurate",11
"R830D","Q1","over",4
"R830D","Q1","under",0
"R830D","Q2","accurate",8
"R830D","Q2","over",5
"R830D","Q2","under",2
"R830D","Q3","accurate",13
"R830D","Q3","over",1
"R830D","Q3","under",0
"R830D","Q4","accurate",6
"R830D","Q4","over",0
"R830D","Q4","under",9
"R830F","Q1","accurate",1
"R830F","Q1","over",32
"R830F","Q1","under",0
"R830F","Q2","accurate",16
"R830F","Q2","over",12
"R830F","Q2","under",5
"R830F","Q3","accurate",9
"R830F","Q3","over",2
"R830F","Q3","under",21
"R830F","Q4","accurate",11
"R830F","Q4","over",5
"R830F","Q4","under",17
"R830G","Q1","accurate",5
"R830G","Q1","over",24
"R830G","Q1","under",7
"R830G","Q2","accurate",0
"R830G","Q2","over",17
"R830G","Q2","under",19
"R830G","Q3","accurate",4
"R830G","Q3","over",14
"R830G","Q3","under",17
"R830G","Q4","accurate",9
"R830G","Q4","over",10
"R830G","Q4","under",17
"R830H","Q1","accurate",0
"R830H","Q1","over",4
"R830H","Q1","under",1
"R830H","Q2","accurate",2
"R830H","Q2","over",1
"R830H","Q2","under",2
"R830H","Q3","accurate",1
"R830H","Q3","over",1
"R830H","Q3","under",2
"R830H","Q4","accurate",3
"R830H","Q4","over",0
"R830H","Q4","under",2
"R830I","Q1","accurate",1
"R830I","Q1","over",2
"R830I","Q1","under",0
"R830I","Q2","accurate",3
"R830I","Q2","over",0
"R830I","Q2","under",0
"R830I","Q3","accurate",2
"R830I","Q3","over",1
"R830I","Q3","under",0
"R830I","Q4","accurate",1
"R830I","Q4","over",1
"R830I","Q4","under",1
"R830J","Q1","accurate",2
"R830J","Q1","over",0
"R830J","Q1","under",0
"R830J","Q2","accurate",2
"R830J","Q2","over",0
"R830J","Q2","under",0
"R830J","Q3","accurate",0
"R830J","Q3","over",0
"R830J","Q3","under",0
"R830J","Q4","accurate",1
"R830J","Q4","over",0
"R830J","Q4","under",0
"R831A","Q1","accurate",2
"R831A","Q1","over",8
"R831A","Q1","under",0
"R831A","Q2","accurate",6
"R831A","Q2","over",4
"R831A","Q2","under",0
"R831A","Q3","accurate",2
"R831A","Q3","over",3
"R831A","Q3","under",5
"R831A","Q4","accurate",3
"R831A","Q4","over",0
"R831A","Q4","under",7
"R831B","Q1","accurate",2
"R831B","Q1","over",2
"R831B","Q1","under",0
"R831B","Q2","accurate",3
"R831B","Q2","over",0
"R831B","Q2","under",0
"R831B","Q3","accurate",1
"R831B","Q3","over",1
"R831B","Q3","under",1
"R831B","Q4","accurate",3
"R831B","Q4","over",0
"R831B","Q4","under",1
"R831C","Q1","accurate",9
"R831C","Q1","over",42
"R831C","Q1","under",37
"R831C","Q2","accurate",10
"R831C","Q2","over",31
"R831C","Q2","under",46
"R831C","Q3","accurate",30
"R831C","Q3","over",30
"R831C","Q3","under",28
"R831C","Q4","accurate",31
"R831C","Q4","over",36
"R831C","Q4","under",19
"R831E","Q1","accurate",2
"R831E","Q1","over",7
"R831E","Q1","under",4
"R831E","Q2","accurate",0
"R831E","Q2","over",5
"R831E","Q2","under",7
"R831E","Q3","accurate",1
"R831E","Q3","over",6
"R831E","Q3","under",5
"R831E","Q4","accurate",4
"R831E","Q4","over",4
"R831E","Q4","under",5
"R831F","Q1","accurate",2
"R831F","Q1","over",9
"R831F","Q1","under",1
"R831F","Q2","accurate",7
"R831F","Q2","over",2
"R831F","Q2","under",2
"R831F","Q3","accurate",3
"R831F","Q3","over",2
"R831F","Q3","under",6
"R831F","Q4","accurate",8
"R831F","Q4","over",2
"R831F","Q4","under",2
"R831G","Q1","accurate",2
"R831G","Q1","over",9
"R831G","Q1","under",1
"R831G","Q2","accurate",5
"R831G","Q2","over",4
"R831G","Q2","under",1
"R831G","Q3","accurate",4
"R831G","Q3","over",1
"R831G","Q3","under",6
"R831G","Q4","accurate",4
"R831G","Q4","over",1
"R831G","Q4","under",6
"R831H","Q1","accurate",8
"R831H","Q1","over",27
"R831H","Q1","under",4
"R831H","Q2","accurate",7
"R831H","Q2","over",16
"R831H","Q2","under",13
"R831H","Q3","accurate",15
"R831H","Q3","over",10
"R831H","Q3","under",12
"R831H","Q4","accurate",14
"R831H","Q4","over",3
"R831H","Q4","under",21
"R832A","Q1","accurate",1
"R832A","Q1","over",4
"R832A","Q1","under",2
"R832A","Q2","accurate",0
"R832A","Q2","over",2
"R832A","Q2","under",5
"R832A","Q3","accurate",3
"R832A","Q3","over",3
"R832A","Q3","under",1
"R832A","Q4","accurate",3
"R832A","Q4","over",3
"R832A","Q4","under",1
"R832B","Q1","accurate",6
"R832B","Q1","over",5
"R832B","Q1","under",2
"R832B","Q2","accurate",7
"R832B","Q2","over",3
"R832B","Q2","under",3
"R832B","Q3","accurate",6
"R832B","Q3","over",3
"R832B","Q3","under",4
"R832B","Q4","accurate",9
"R832B","Q4","over",3
"R832B","Q4","under",1
"R832C","Q1","accurate",6
"R832C","Q1","over",22
"R832C","Q1","under",3
"R832C","Q2","accurate",11
"R832C","Q2","over",6
"R832C","Q2","under",13
"R832C","Q3","accurate",14
"R832C","Q3","over",9
"R832C","Q3","under",7
"R832C","Q4","accurate",14
"R832C","Q4","over",3
"R832C","Q4","under",14
"R832D","Q1","accurate",1
"R832D","Q1","over",9
"R832D","Q1","under",0
"R832D","Q2","accurate",4
"R832D","Q2","over",5
"R832D","Q2","under",0
"R832D","Q3","accurate",4
"R832D","Q3","over",0
"R832D","Q3","under",5
"R832D","Q4","accurate",2
"R832D","Q4","over",0
"R832D","Q4","under",8
"R832E","Q1","accurate",5
"R832E","Q1","over",61
"R832E","Q1","under",3
"R832E","Q2","accurate",27
"R832E","Q2","over",22
"R832E","Q2","under",21
"R832E","Q3","accurate",16
"R832E","Q3","over",12
"R832E","Q3","under",39
"R832E","Q4","accurate",25
"R832E","Q4","over",12
"R832E","Q4","under",32
"R832F","Q1","accurate",0
"R832F","Q1","over",15
"R832F","Q1","under",1
"R832F","Q2","accurate",6
"R832F","Q2","over",4
"R832F","Q2","under",6
"R832F","Q3","accurate",3
"R832F","Q3","over",0
"R832F","Q3","under",12
"R832F","Q4","accurate",9
"R832F","Q4","over",1
"R832F","Q4","under",6
"R833A","Q1","accurate",1
"R833A","Q1","over",3
"R833A","Q1","under",0
"R833A","Q2","accurate",2
"R833A","Q2","over",2
"R833A","Q2","under",0
"R833A","Q3","accurate",1
"R833A","Q3","over",1
"R833A","Q3","under",2
"R833A","Q4","accurate",1
"R833A","Q4","over",0
"R833A","Q4","under",3
"R833B","Q1","accurate",1
"R833B","Q1","over",3
"R833B","Q1","under",0
"R833B","Q2","accurate",3
"R833B","Q2","over",0
"R833B","Q2","under",0
"R833B","Q3","accurate",1
"R833B","Q3","over",0
"R833B","Q3","under",2
"R833B","Q4","accurate",3
"R833B","Q4","over",0
"R833B","Q4","under",0
"R833C","Q1","accurate",1
"R833C","Q1","over",18
"R833C","Q1","under",0
"R833C","Q2","accurate",9
"R833C","Q2","over",6
"R833C","Q2","under",4
"R833C","Q3","accurate",5
"R833C","Q3","over",2
"R833C","Q3","under",13
"R833C","Q4","accurate",9
"R833C","Q4","over",1
"R833C","Q4","under",8
"R833D","Q1","accurate",0
"R833D","Q1","over",2
"R833D","Q1","under",0
"R833D","Q2","accurate",1
"R833D","Q2","over",1
"R833D","Q2","under",0
"R833D","Q3","accurate",2
"R833D","Q3","over",0
"R833D","Q3","under",0
"R833D","Q4","accurate",0
"R833D","Q4","over",0
"R833D","Q4","under",2
"R833E","Q1","accurate",7
"R833E","Q1","over",1
"R833E","Q1","under",0
"R833E","Q2","accurate",2
"R833E","Q2","over",1
"R833E","Q2","under",4
"R833E","Q3","accurate",3
"R833E","Q3","over",3
"R833E","Q3","under",1
"R833E","Q4","accurate",4
"R833E","Q4","over",1
"R833E","Q4","under",3
"R833G","Q1","accurate",0
"R833G","Q1","over",2
"R833G","Q1","under",0
"R833G","Q2","accurate",1
"R833G","Q2","over",0
"R833G","Q2","under",0
"R833G","Q3","accurate",1
"R833G","Q3","over",0
"R833G","Q3","under",0
"R833G","Q4","accurate",1
"R833G","Q4","over",0
"R833G","Q4","under",0
"R833H","Q1","accurate",0
"R833H","Q1","over",7
"R833H","Q1","under",0
"R833H","Q2","accurate",2
"R833H","Q2","over",4
"R833H","Q2","under",0
"R833H","Q3","accurate",1
"R833H","Q3","over",1
"R833H","Q3","under",4
"R833H","Q4","accurate",2
"R833H","Q4","over",0
"R833H","Q4","under",4
"R833I","Q1","accurate",10
"R833I","Q1","over",7
"R833I","Q1","under",0
"R833I","Q2","accurate",7
"R833I","Q2","over",9
"R833I","Q2","under",1
"R833I","Q3","accurate",10
"R833I","Q3","over",5
"R833I","Q3","under",0
"R833I","Q4","accurate",5
"R833I","Q4","over",0
"R833I","Q4","under",11
"R834B","Q1","accurate",2
"R834B","Q1","over",0
"R834B","Q1","under",0
"R834B","Q2","accurate",0
"R834B","Q2","over",2
"R834B","Q2","under",0
"R834B","Q3","accurate",0
"R834B","Q3","over",0
"R834B","Q3","under",1
"R834B","Q4","accurate",0
"R834B","Q4","over",0
"R834B","Q4","under",2
"R834C","Q1","accurate",6
"R834C","Q1","over",4
"R834C","Q1","under",1
"R834C","Q2","accurate",8
"R834C","Q2","over",3
"R834C","Q2","under",0
"R834C","Q3","accurate",6
"R834C","Q3","over",3
"R834C","Q3","under",1
"R834C","Q4","accurate",8
"R834C","Q4","over",0
"R834C","Q4","under",3
"R834D","Q1","accurate",0
"R834D","Q1","over",3
"R834D","Q1","under",0
"R834D","Q2","accurate",1
"R834D","Q2","over",1
"R834D","Q2","under",1
"R834D","Q3","accurate",1
"R834D","Q3","over",0
"R834D","Q3","under",2
"R834D","Q4","accurate",1
"R834D","Q4","over",1
"R834D","Q4","under",1
"R834E","Q1","accurate",5
"R834E","Q1","over",11
"R834E","Q1","under",0
"R834E","Q2","accurate",12
"R834E","Q2","over",3
"R834E","Q2","under",0
"R834E","Q3","accurate",12
"R834E","Q3","over",2
"R834E","Q3","under",1
"R834E","Q4","accurate",7
"R834E","Q4","over",0
"R834E","Q4","under",9
"R834F","Q1","accurate",1
"R834F","Q1","over",5
"R834F","Q1","under",0
"R834F","Q2","accurate",3
"R834F","Q2","over",2
"R834F","Q2","under",1
"R834F","Q3","accurate",2
"R834F","Q3","over",0
"R834F","Q3","under",3
"R834F","Q4","accurate",1
"R834F","Q4","over",2
"R834F","Q4","under",3
"R835A","Q1","accurate",1
"R835A","Q1","over",1
"R835A","Q1","under",1
"R835A","Q2","accurate",1
"R835A","Q2","over",1
"R835A","Q2","under",0
"R835A","Q3","accurate",2
"R835A","Q3","over",0
"R835A","Q3","under",0
"R835A","Q4","accurate",3
"R835A","Q4","over",0
"R835A","Q4","under",0
"R835B","Q1","accurate",3
"R835B","Q1","over",9
"R835B","Q1","under",1
"R835B","Q2","accurate",8
"R835B","Q2","over",3
"R835B","Q2","under",1
"R835B","Q3","accurate",7
"R835B","Q3","over",0
"R835B","Q3","under",5
"R835B","Q4","accurate",6
"R835B","Q4","over",1
"R835B","Q4","under",6
"R835C","Q1","accurate",2
"R835C","Q1","over",6
"R835C","Q1","under",0
"R835C","Q2","accurate",5
"R835C","Q2","over",2
"R835C","Q2","under",1
"R835C","Q3","accurate",3
"R835C","Q3","over",2
"R835C","Q3","under",2
"R835C","Q4","accurate",5
"R835C","Q4","over",0
"R835C","Q4","under",3
"R836B","Q1","accurate",0
"R836B","Q1","over",1
"R836B","Q1","under",2
"R836B","Q2","accurate",0
"R836B","Q2","over",1
"R836B","Q2","under",1
"R836B","Q3","accurate",0
"R836B","Q3","over",2
"R836B","Q3","under",0
"R836B","Q4","accurate",1
"R836B","Q4","over",0
"R836B","Q4","under",1
"R837A","Q1","accurate",1
"R837A","Q1","over",1
"R837A","Q1","under",0
"R837A","Q2","accurate",1
"R837A","Q2","over",1
"R837A","Q2","under",0
"R837A","Q3","accurate",0
"R837A","Q3","over",1
"R837A","Q3","under",0
"R837A","Q4","accurate",2
"R837A","Q4","over",0
"R837A","Q4","under",0
"R837D","Q1","accurate",0
"R837D","Q1","over",2
"R837D","Q1","under",0
"R837D","Q2","accurate",1
"R837D","Q2","over",0
"R837D","Q2","under",0
"R837D","Q3","accurate",0
"R837D","Q3","over",0
"R837D","Q3","under",1
"R837D","Q4","accurate",1
"R837D","Q4","over",0
"R837D","Q4","under",1
"R838A","Q1","accurate",5
"R838A","Q1","over",3
"R838A","Q1","under",0
"R838A","Q2","accurate",6
"R838A","Q2","over",1
"R838A","Q2","under",1
"R838A","Q3","accurate",5
"R838A","Q3","over",2
"R838A","Q3","under",0
"R838A","Q4","accurate",2
"R838A","Q4","over",2
"R838A","Q4","under",4
"R840A","Q1","accurate",6
"R840A","Q1","over",14
"R840A","Q1","under",2
"R840A","Q2","accurate",8
"R840A","Q2","over",8
"R840A","Q2","under",6
"R840A","Q3","accurate",4
"R840A","Q3","over",4
"R840A","Q3","under",13
"R840A","Q4","accurate",6
"R840A","Q4","over",6
"R840A","Q4","under",10
"R840B","Q1","accurate",6
"R840B","Q1","over",14
"R840B","Q1","under",0
"R840B","Q2","accurate",10
"R840B","Q2","over",3
"R840B","Q2","under",7
"R840B","Q3","accurate",13
"R840B","Q3","over",1
"R840B","Q3","under",6
"R840B","Q4","accurate",12
"R840B","Q4","over",2
"R840B","Q4","under",6
"R840C","Q1","accurate",6
"R840C","Q1","over",9
"R840C","Q1","under",0
"R840C","Q2","accurate",14
"R840C","Q2","over",1
"R840C","Q2","under",0
"R840C","Q3","accurate",10
"R840C","Q3","over",0
"R840C","Q3","under",3
"R840C","Q4","accurate",2
"R840C","Q4","over",0
"R840C","Q4","under",12
"R840D","Q1","accurate",5
"R840D","Q1","over",3
"R840D","Q1","under",0
"R840D","Q2","accurate",5
"R840D","Q2","over",1
"R840D","Q2","under",2
"R840D","Q3","accurate",6
"R840D","Q3","over",1
"R840D","Q3","under",0
"R840D","Q4","accurate",4
"R840D","Q4","over",0
"R840D","Q4","under",4
"R840E","Q1","accurate",1
"R840E","Q1","over",3
"R840E","Q1","under",0
"R840E","Q2","accurate",2
"R840E","Q2","over",2
"R840E","Q2","under",0
"R840E","Q3","accurate",3
"R840E","Q3","over",0
"R840E","Q3","under",0
"R840E","Q4","accurate",1
"R840E","Q4","over",0
"R840E","Q4","under",3
"R840F","Q1","accurate",2
"R840F","Q1","over",3
"R840F","Q1","under",0
"R840F","Q2","accurate",2
"R840F","Q2","over",1
"R840F","Q2","under",1
"R840F","Q3","accurate",1
"R840F","Q3","over",0
"R840F","Q3","under",3
"R840F","Q4","accurate",1
"R840F","Q4","over",0
"R840F","Q4","under",3
"R840G","Q1","accurate",3
"R840G","Q1","over",5
"R840G","Q1","under",0
"R840G","Q2","accurate",5
"R840G","Q2","over",2
"R840G","Q2","under",1
"R840G","Q3","accurate",5
"R840G","Q3","over",1
"R840G","Q3","under",2
"R840G","Q4","accurate",4
"R840G","Q4","over",0
"R840G","Q4","under",4
